#Table1
u,g,r,i,z,redshift,class
25.57097,21.25685,19.87173,19.20197,18.90364,0.2239347,GALAXY
21.06057,19.36784,18.34877,17.80733,17.46529,0.1723639,GALAXY
20.64393,18.5813,17.54231,16.99625,16.5695,0.03884962,GALAXY
20.56609,19.24695,18.58226,18.27248,17.99068,0.02502873,GALAXY
21.93634,19.82291,18.17261,17.52401,17.09462,0.2350157,GALAXY
22.03821,19.10035,17.70322,17.10987,16.65809,0.1853522,GALAXY
23.45551,20.59183,19.6597,19.11761,18.82051,0.1858206,GALAXY
22.4457,21.1216,20.69257,20.5119,20.47305,-0.002417631,STAR
20.26994,19.07469,18.40943,18.0699,17.83998,0.0390997,GALAXY
21.41885,20.41829,19.59549,19.17925,18.95903,0.1833975,GALAXY
20.94342,19.87634,18.9994,18.45673,18.2336,0.1798525,GALAXY
24.54586,20.80962,19.28719,18.63388,18.13196,0.2414602,GALAXY
22.52535,20.64172,19.59637,19.06972,18.68748,0.1831838,GALAXY
21.74193,20.41943,19.4527,18.98284,18.59267,0.22269,GALAXY
20.60318,19.23511,18.28161,17.76769,17.46286,0.1834777,GALAXY
21.93265,19.70491,18.61479,18.01975,17.65725,0.1816644,GALAXY
18.36343,16.25293,15.26318,14.77139,14.38668,0.035788,GALAXY
22.11758,19.59995,18.3409,17.81404,17.42293,0.1809298,GALAXY
22.08754,18.95146,17.58157,17.01475,16.61213,0.1834793,GALAXY
19.33094,18.15693,17.47152,17.03564,16.77094,0.1095298,GALAXY
19.31142,17.97749,17.24931,16.78519,16.4514,0.1091017,GALAXY
20.16381,18.85104,18.32005,18.0895,17.97935,-3.727129E-05,STAR
20.147,19.69462,19.59626,19.5925,19.58047,0.000263266,STAR
21.77044,19.38401,18.01171,17.44403,17.05995,0.182631,GALAXY
22.60993,20.73034,19.35907,18.84373,18.45144,0.1975366,GALAXY
20.77576,19.50191,18.8198,18.40648,18.22955,0.1178263,GALAXY
20.74978,19.87231,19.58563,19.13657,19.30291,0.1147309,GALAXY
21.37833,19.71716,19.03028,18.68373,18.49411,0.03625794,GALAXY
21.92631,20.83088,19.72873,19.23588,18.85388,0.3196009,GALAXY
22.55923,20.94735,19.77098,19.23567,18.83176,0.2757485,GALAXY
25.29872,21.60882,20.18435,19.05211,18.41996,0.0001055789,STAR
19.93516,17.72717,16.84698,16.50837,16.28405,1.359261E-06,STAR
20.83467,19.37729,18.72081,18.45265,18.28531,0.0002107118,STAR
21.65681,19.36503,18.06775,17.4879,17.08681,0.1643383,GALAXY
21.76233,19.57336,18.28115,17.68605,17.20979,0.1360623,GALAXY
21.2749,19.93041,19.10817,18.63783,18.45129,0.1647258,GALAXY
21.49207,20.77625,19.95391,19.47916,19.11257,0.4615439,QSO
22.5664,20.97434,20.0923,19.59895,19.45528,0.1363701,GALAXY
22.32814,20.86633,20.15025,19.79242,19.65627,0.1639356,GALAXY
20.13309,18.68883,18.13228,17.72282,17.54713,0.07097984,GALAXY
24.61292,22.72581,20.62306,19.72994,19.28554,0.4615138,GALAXY
19.41303,18.22692,17.49884,17.07274,16.82814,0.1641361,GALAXY
20.06543,18.57443,17.77372,17.32569,17.0093,0.1187403,GALAXY
20.73054,18.66479,17.46825,16.96601,16.53008,0.1181179,GALAXY
19.70626,17.89682,16.73062,16.12356,15.77908,0.1650458,QSO
23.05666,20.68499,19.15442,18.46712,18.08795,0.0001039637,STAR
21.99244,19.89758,18.58936,17.97043,17.58332,0.2449224,GALAXY
21.99289,20.23176,19.37714,18.8966,18.56954,0.1863578,GALAXY
25.54768,21.67208,20.12518,19.21923,18.65019,0.0001546921,STAR
21.18964,19.72514,18.8027,18.27562,17.96192,0.2002716,GALAXY
21.87861,20.72583,19.72924,19.34872,19.0354,0.2779833,GALAXY
22.7166,20.84103,19.51244,19.03385,18.59492,0.1848998,GALAXY
22.88464,20.94088,19.53087,18.93741,18.56652,0.1863637,GALAXY
22.0211,21.19951,19.96116,19.38039,18.92186,0.2924669,GALAXY
20.90048,18.99732,17.8823,17.33035,17.03267,0.1620981,GALAXY
17.96895,16.01296,15.00942,14.51186,14.12856,0.0371233,GALAXY
20.56576,19.56231,18.56341,18.03192,17.66144,0.212829,GALAXY
21.42175,19.52868,18.23006,17.69813,17.35632,0.1655204,GALAXY
20.77201,19.66895,18.51693,18.13051,17.71556,0.2919181,QSO
21.42174,19.37631,17.94566,17.37283,17.01308,0.1872229,GALAXY
21.79879,19.7431,18.2421,17.66306,17.27012,0.2139251,GALAXY
21.53985,19.55988,18.50661,18.00232,17.6535,0.03656904,GALAXY
24.0559,20.87211,19.16884,18.54614,18.06176,0.2273578,GALAXY
21.05347,19.96717,19.32217,18.93069,18.87819,0.1628595,GALAXY
22.48451,20.67197,19.68155,19.16233,18.72583,0.3264842,GALAXY
19.9873,18.79273,18.27427,17.91514,17.71562,0.03839651,GALAXY
21.98656,20.26319,19.09543,18.52019,18.1783,0.1884288,GALAXY
20.73705,19.68767,18.93948,18.45393,18.30966,0.1827865,GALAXY
20.70575,19.04272,18.19036,17.92297,17.24085,0.1869527,GALAXY
23.32746,20.83335,19.81552,19.4072,19.23912,1.698003,QSO
24.6178,25.11435,24.80206,18.65877,18.04494,-3.7111E-07,STAR
20.52292,19.37855,18.78234,18.31209,18.16588,0.1193093,GALAXY
20.30383,19.7928,19.72069,19.50789,19.39164,0.6267934,QSO
21.64205,19.2293,17.74918,16.88519,16.38654,0.0002968016,STAR
21.98666,20.17581,19.13917,18.54536,18.25897,0.1657947,GALAXY
21.38243,19.65951,18.41507,17.81824,17.48598,0.2129216,GALAXY
21.5496,20.18262,19.55029,19.29491,18.98672,0.1644919,GALAXY
22.95948,21.11152,19.28069,18.52932,18.05349,0.3764592,GALAXY
25.43388,22.30643,20.68402,19.73671,19.17638,0.4792976,GALAXY
22.17352,20.65016,19.31112,18.78632,18.3252,0.375562,GALAXY
21.01575,20.30504,19.88591,19.3824,19.4272,0.1186984,GALAXY
22.84498,21.59698,19.80971,19.26464,18.99557,0.4796661,GALAXY
22.55162,20.35102,19.01643,18.45756,18.03207,0.1654227,GALAXY
20.09359,18.14505,17.09979,16.51476,16.04758,0.03829079,GALAXY
24.97191,22.59174,21.22277,19.5864,19.19047,-6.327975E-05,STAR
22.71567,20.04936,18.46037,17.86332,17.45864,0.2197655,GALAXY
22.90615,20.49053,19.09468,18.42115,17.9838,0.2236427,GALAXY
21.42841,20.38053,19.75029,19.5374,19.37578,0.2323046,GALAXY
26.2873,20.68443,18.93481,18.17675,17.62977,0.3748533,GALAXY
26.25589,21.65445,20.2498,19.57075,19.09665,0.2198018,GALAXY
18.91658,17.84064,17.33773,17.13683,17.0171,0.0009049751,STAR
18.86279,17.52286,16.76597,16.33175,15.97925,0.03801756,GALAXY
22.36993,20.16825,18.59368,18.01801,17.59052,0.2429839,GALAXY
21.33576,19.87406,19.11216,18.70363,18.47977,0.08506674,GALAXY
23.67376,21.99076,20.12701,18.9882,18.29531,4.974028E-06,STAR
20.99909,19.81379,19.24014,18.82215,18.80851,0.1239006,GALAXY
20.96945,19.69991,18.86739,18.43001,18.19088,0.11983,GALAXY
21.22476,20.05569,19.42958,18.96868,19.09707,0.06200153,GALAXY
22.25739,20.87542,19.9542,19.5229,19.19158,0.2421516,GALAXY
24.9582,21.71998,19.92461,18.9752,18.5357,0.4780207,GALAXY
22.99266,21.22827,19.99956,19.52815,19.10343,0.2495224,GALAXY
22.77426,20.93274,19.92178,19.44592,18.99363,0.2203734,GALAXY
23.98192,21.17664,19.6986,19.04058,18.63657,0.2727877,GALAXY
21.86699,20.4866,19.35113,18.82073,18.43842,0.2192236,GALAXY
24.72185,21.53489,19.78205,19.09266,18.62971,0.2597129,GALAXY
18.00205,16.70538,16.16278,15.92646,15.80014,5.389017E-05,STAR
22.23096,21.10697,20.12025,19.50453,19.38424,0.2248024,GALAXY
24.71189,20.14551,18.69253,17.99096,17.57415,0.0001224247,STAR
22.33049,20.79564,19.4682,18.91985,18.37196,0.2435016,GALAXY
19.16212,17.093,16.05094,15.55777,15.18478,0.07624648,GALAXY
22.83946,20.44695,19.43353,18.96181,18.50112,0.07588752,GALAXY
21.98149,20.32981,18.76332,18.091,17.60304,0.1995132,GALAXY
19.88042,18.47421,17.8693,17.46599,17.24994,0.03744578,GALAXY
20.78122,19.40125,18.69645,18.25652,17.93915,0.1199057,GALAXY
23.02203,21.61487,20.214,19.53992,18.99328,0.2686206,GALAXY
22.47239,20.84882,19.82572,19.26213,18.90756,0.2188525,GALAXY
21.83727,20.17433,19.57097,19.19964,19.00514,0.1062404,GALAXY
25.71552,20.86724,19.26373,18.60015,18.09928,0.2623383,GALAXY
20.47755,19.23238,18.6257,18.20181,18.01174,0.1064055,GALAXY
23.03133,21.47379,19.5356,18.83241,18.36696,0.3237897,GALAXY
25.34805,21.75958,19.8724,19.01253,18.52551,0.3253638,GALAXY
20.15539,18.12276,17.05677,16.51179,16.10695,0.03694114,GALAXY
21.87467,19.76596,18.32869,17.70827,17.26966,0.2249722,GALAXY
22.18459,19.64823,18.15993,17.52773,17.03924,0.1998446,GALAXY
21.3805,19.33319,17.71093,17.05354,16.57977,0.1989025,GALAXY
24.55518,20.97114,19.34143,18.58444,18.14032,0.2243846,GALAXY
24.44941,22.47203,20.81364,19.60096,18.86313,-6.570142E-05,STAR
22.26266,20.23987,19.24381,18.7458,18.34427,0.2191734,GALAXY
22.61842,20.78114,19.5475,18.9359,18.5164,0.1982556,GALAXY
23.29892,20.93323,19.67377,19.03068,18.46571,0.2603563,GALAXY
22.90634,20.95617,19.59463,18.94987,18.46355,1.016287,QSO
19.99464,20.5739,18.36237,-9999,-9999,-0.0005685068,STAR
20.26174,20.58362,20.92732,21.14758,21.5122,0.4884972,QSO
20.74258,17.90938,16.42662,15.16605,14.48676,-1.104927E-05,STAR
25.28663,20.04203,18.02105,16.8702,16.0964,0.0001686834,STAR
25.07496,22.85061,20.84271,19.09583,18.15332,0.0002295336,STAR
24.37175,21.57891,19.64458,18.60767,17.95021,3.621612E-05,GALAXY
22.5417,20.0202,18.50135,17.37566,16.7147,0.0001201176,STAR
18.88623,17.27294,16.53903,16.24986,16.07101,0.000121665,STAR
18.95065,17.48265,16.79971,16.50744,16.321,0.0001614282,STAR
18.42267,16.99002,16.80419,16.79098,16.73958,0.0001234912,STAR
25.86434,21.18539,19.63723,17.71002,16.61978,0.0001433869,STAR
18.76311,16.92824,16.04853,15.66849,15.41004,0.000240879,STAR
17.21126,15.77309,15.63974,15.6099,15.57807,0.0001424972,STAR
18.29582,16.84945,16.69723,16.65297,16.60486,0.0002219844,STAR
17.69048,16.2277,15.55298,15.21436,15.07537,0.0001496632,STAR
19.09701,17.50853,16.73632,16.4148,16.18377,0.0001875587,STAR
18.18349,16.83083,16.31066,16.07045,15.9258,0.0002096673,STAR
18.98625,17.44478,16.70986,16.41571,16.24832,0.0003388054,STAR
25.43909,22.59806,22.67977,22.27526,21.9758,2.568216,QSO
17.77287,16.39544,16.3232,16.32068,16.2927,0.000247121,STAR
16.13102,15.06038,15.05153,15.11111,15.14127,0.0002254306,STAR
17.89055,16.60337,16.52952,16.5186,16.59143,0.0002070511,STAR
16.50166,15.11789,15.03928,15.0659,15.03292,0.000166215,STAR
17.54474,16.16127,16.03158,16.02196,15.99772,0.0002118228,STAR
17.45889,15.98029,15.82043,15.79098,15.73588,0.00022967,STAR
18.54749,17.00391,16.79292,16.7382,16.74872,0.000224808,STAR
17.65411,16.35462,16.21856,16.20075,16.1491,0.000207405,STAR
18.92712,17.32139,16.69336,16.39084,16.20947,0.0001086893,STAR
19.41454,17.72248,16.88767,16.50016,16.26299,0.0001033931,STAR
24.06069,23.56096,22.58118,21.78727,20.7208,0.00333463,STAR
17.50525,15.96223,15.75266,15.67631,15.58548,0.0002079965,STAR
17.27261,15.78918,15.61693,15.58023,15.52732,0.0002331974,STAR
19.7155,17.32041,16.13031,15.56969,15.23399,0.0002092327,STAR
18.47498,17.00702,16.83681,16.78008,16.73579,0.0001780121,STAR
17.90279,16.60669,16.52864,16.53451,16.50865,0.0001828682,STAR
18.05414,16.52113,16.22412,16.10148,16.01921,0.0002008372,STAR
17.81958,16.31348,16.15306,16.11936,16.09383,6.821569E-05,STAR
24.17127,24.69223,23.20819,21.67196,20.95471,0.7440266,GALAXY
19.49265,17.49824,16.55465,16.184,15.93531,-1.762723E-05,STAR
18.55442,17.01619,16.79355,16.71025,16.6396,0.0002061092,STAR
17.0576,15.68101,15.54066,15.52825,15.49747,0.0001822217,STAR
17.75947,15.93541,15.20342,14.90988,14.80349,0.0001702254,STAR
18.40372,17.00472,16.82002,16.77738,16.71816,0.0002137473,STAR
22.10966,19.65718,18.19201,16.37358,15.34209,7.023686E-05,STAR
20.61911,18.22334,17.17652,16.69899,16.58608,0.000122003,STAR
19.39767,17.84605,17.53609,17.36269,17.20456,0.0002129269,STAR
17.77605,16.24682,16.03042,15.98274,15.91751,0.0001555894,STAR
18.12493,16.63912,16.46852,16.43781,16.36199,0.0001789011,STAR
24.95397,24.76638,23.54025,21.78054,21.47919,1.988487,QSO
18.31232,16.94638,16.75705,16.71778,16.64036,0.0002386839,STAR
19.08638,17.44947,17.00111,16.80118,16.68032,0.0001149807,STAR
18.20465,16.6988,16.4573,16.38941,16.33614,0.0004165049,STAR
19.49781,17.6787,16.85238,16.51066,16.2759,5.129886E-05,STAR
17.22509,15.77146,15.59161,15.55585,15.50042,0.0001658446,STAR
18.38002,16.82186,16.52601,16.45241,16.32835,0.0002071394,STAR
15.81278,15.12947,15.04509,15.07348,15.10085,0.0002498346,STAR
18.02168,16.49434,16.24171,16.16198,16.07209,0.0002560641,STAR
18.75292,17.2605,16.95431,16.84999,16.75367,0.0001998431,STAR
18.91672,17.35103,17.04344,16.95621,16.84145,0.0002133407,STAR
17.53978,16.00526,15.76902,15.69629,15.60322,0.0002315816,STAR
19.12184,17.29236,16.42483,16.03102,15.78684,7.453885E-05,STAR
18.01376,16.45954,15.73959,15.37193,15.21788,0.000161863,STAR
17.91168,16.56893,16.39879,16.36907,16.29475,0.0001770649,STAR
19.13885,17.64815,16.96261,16.6282,16.43312,0.00014481,STAR
17.40851,15.93295,15.69905,15.62339,15.54408,0.0001791893,STAR
19.21211,17.6601,16.86794,16.51047,16.28461,7.110392E-05,STAR
17.1735,15.79832,15.52535,15.44777,15.32454,9.569332E-05,STAR
18.39471,17.09805,16.90869,16.87278,16.81149,0.0002998271,STAR
17.90499,16.61509,16.44909,16.44032,16.40065,0.000191186,STAR
24.20587,24.53904,24.17719,22.24381,22.39224,0.4517426,GALAXY
17.05175,16.02104,15.84375,15.81301,15.77364,0.0002171693,STAR
16.92484,15.42702,15.15008,15.0471,14.92792,0.0002055075,STAR
17.97817,16.29833,15.91258,15.75796,15.60368,0.0001703308,STAR
17.26179,15.80128,15.5427,15.43959,15.36883,0.0002427488,STAR
18.97183,17.45582,17.14331,17.03459,16.90929,0.0002407341,STAR
17.61587,15.90437,15.48914,15.31118,15.14027,0.0001443201,STAR
18.91796,17.23138,16.84194,16.68126,16.5676,8.380501E-05,STAR
18.64505,16.99073,16.62233,16.47174,16.32053,0.0002467427,STAR
16.6915,15.50373,15.23782,15.1792,15.1042,0.0001416601,STAR
18.86373,17.16333,16.73376,16.43089,16.39021,0.0001995001,STAR
17.47453,16.13054,15.89781,15.83044,15.75225,0.0001920405,STAR
18.1332,16.54173,15.99161,15.73078,15.58295,0.0001334634,STAR
18.11198,16.63242,16.35534,16.26576,16.15905,0.000134734,STAR
23.43685,21.05213,19.37246,18.24965,17.59053,0.0001244178,STAR
16.73532,15.35102,15.24185,15.23935,15.21612,0.0002227984,STAR
18.96048,17.45612,17.08734,16.93434,16.98876,0.000136708,STAR
19.07273,17.69267,17.09896,16.84941,16.70489,0.0002257851,STAR
19.43385,17.88101,17.16188,16.86555,16.83846,0.0002292765,STAR
20.70442,18.05799,16.88999,16.44592,16.23137,7.957799E-05,STAR
24.63782,24.5981,23.364,21.87652,21.01925,1.129366,QSO
16.63885,15.34714,15.28491,15.308,15.31537,5.004932E-05,STAR
18.22665,16.83175,16.25636,15.98967,15.81954,6.372426E-05,STAR
20.12556,18.11564,17.08253,16.6986,16.42551,0.0002286918,STAR
18.84479,17.44892,16.91695,16.67259,16.51091,-1.081181E-06,STAR
16.46555,15.1389,15.01568,15.01238,14.99047,0.0001831498,STAR
18.59746,17.12495,16.76603,16.63386,16.50929,0.0001349204,STAR
20.67187,18.42721,17.4541,17.0832,16.83596,1.761849E-05,STAR
18.13592,16.78559,16.25795,16.05023,15.90989,0.00021445,STAR
18.12119,16.87324,16.73975,16.72994,16.68594,0.000245764,STAR
17.63858,16.29002,16.13511,16.1205,16.09533,0.0001854979,STAR
17.34045,15.74056,15.44518,15.32551,15.21328,0.0001542373,STAR
17.20487,15.78627,15.59535,15.56401,15.5107,0.0001465742,STAR
18.92288,17.31602,16.51994,16.18915,15.93527,0.0001501461,STAR
19.18824,17.67874,16.96983,16.64219,16.45096,8.693254E-05,STAR
18.82165,17.24112,16.92309,16.79955,16.68982,0.000249237,STAR
18.34369,16.75711,16.39406,16.23868,16.09265,0.0001646799,STAR
17.26985,15.71927,15.0098,14.73275,14.5631,0.0001124809,STAR
24.62229,25.62075,24.00904,21.83394,20.65998,0.5504448,GALAXY
